"","depress1","depress2","depress3","depress4","depress5","depress6","depress7","depress8","depress9","depress10","depress11","depress12","depress13","depress14","depress15","depress16","depress17","depress18","depress19","depress20","depression","vote18","female","age","educ","hispanic","black","income","married","attend","unemployed","polint","inteff1","inteff2","motivation"
"772","1.0","1.0","2.0","1.0","2.0","1.0","3.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","1.7","1.0","0.0","43.0","2.0","0.0","1.0","10.0","1.0","5.0","0.0","0.0","1.0","1.0","0.6666667"
"773","3.0","3.0","1.0","3.0","2.0","3.0","3.0","4.0","3.0","3.0","2.0","4.0","3.0","2.0","1.0","4.0","2.0","2.0","2.0","3.0","2.65","0.0","0.0","29.0","2.0","0.0","0.0","10.0","0.0","2.0","0.0","0.33333334","0.5","0.75","0.5277778"
"774","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","0.0","1.0","52.0","4.0","0.0","0.0","11.0","1.0","1.0","0.0","0.0","1.0","0.75","0.5833333"
"775","2.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","2.05","1.0","0.0","54.0","6.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.0","0.25","0.30555555"
"776","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","4.0","3.4","1.0","0.0","40.0","6.0","0.0","0.0","12.0","1.0","4.0","0.0","1.0","0.0","0.0","0.33333334"
"777","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.2","0.0","0.0","35.0","4.0","0.0","0.0","10.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"778","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.85","1.0","1.0","36.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"779","1.0","1.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","2.0","4.0","3.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","4.0","2.25","0.0","0.0","41.0","5.0","0.0","0.0","3.0","0.0","2.0","0.0","1.0","0.75","0.25","0.6666667"
"780","3.0","3.0","2.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","2.85","1.0","0.0","30.0","7.0","0.0","0.0","13.0","1.0","2.0","0.0","0.6666667","0.25","0.75","0.5555556"
"781","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.4","1.0","0.0","40.0","5.0","0.0","0.0","11.0","1.0","2.0","0.0","0.33333334","0.0","0.5","0.2777778"
"782","1.0","1.0","1.0","2.0","3.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","2.0","2.0","3.0","1.7","1.0","1.0","35.0","5.0","0.0","0.0","9.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"783","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","1.4","1.0","1.0","41.0","6.0","0.0","0.0","13.0","1.0","1.0","1.0","1.0","0.75","0.75","0.8333333"
"784","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","0.0","51.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","1.0","0.5","0.75","0.75"
"785","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","4.0","1.95","1.0","1.0","38.0","6.0","0.0","0.0","9.0","1.0","1.0","0.0","0.6666667","0.5","1.0","0.7222222"
"786","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","54.0","2.0","0.0","0.0","9.0","1.0","2.0","1.0","0.33333334","0.0","0.25","0.19444445"
"787","3.0","2.0","3.0","2.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","2.8","1.0","1.0","49.0","7.0","0.0","0.0","13.0","1.0","1.0","0.0","1.0","0.0","0.5","0.5"
"788","3.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","50.0","3.0","0.0","0.0","11.0","0.0","1.0","0.0","0.33333334","0.25","0.75","0.44444445"
"789","3.0","1.0","2.0","2.0","2.0","1.0","3.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","3.0","1.0","1.0","1.7","1.0","1.0","35.0","6.0","0.0","0.0","10.0","1.0","2.0","0.0","0.6666667","0.25","0.25","0.3888889"
"790","1.0","2.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.45","0.0","1.0","48.0","7.0","0.0","0.0","13.0","1.0","5.0","0.0","0.6666667","0.0","0.0","0.22222222"
"791","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","3.0","4.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0","3.7","0.0","1.0","37.0","6.0","0.0","0.0","7.0","0.0","1.0","0.0","0.33333334","1.0","1.0","0.7777778"
"792","2.0","1.0","4.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.35","1.0","1.0","43.0","5.0","0.0","1.0","11.0","0.0","4.0","0.0","0.6666667","0.5","0.5","0.5555556"
"793","1.0","1.0","2.0","3.0","3.0","3.0","2.0","3.0","4.0","2.0","3.0","4.0","4.0","4.0","3.0","4.0","1.0","3.0","3.0","2.0","2.75","1.0","0.0","40.0","7.0","0.0","0.0","13.0","1.0","4.0","0.0","1.0","0.25","0.0","0.41666666"
"794","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.2","0.0","1.0","47.0","6.0","0.0","0.0","11.0","1.0","1.0","0.0","0.6666667","1.0","1.0","0.8888889"
"795","1.0","1.0","2.0","3.0","2.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","1.0","3.0","1.0","2.0","1.0","3.0","3.0","2.0","2.2","1.0","1.0","33.0","5.0","0.0","0.0","10.0","1.0","1.0","1.0","0.6666667","0.5","0.75","0.6388889"
"796","2.0","1.0","1.0","4.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.4","0.0","1.0","48.0","5.0","0.0","0.0","13.0","1.0","3.0","0.0","0.0","0.0","0.25","0.083333336"
"797","3.0","1.0","4.0","2.0","2.0","2.0","3.0","3.0","2.0","1.0","4.0","3.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.3","0.0","1.0","36.0","2.0","0.0","0.0","11.0","1.0","1.0","0.0","0.33333334","0.25","0.25","0.2777778"
"798","1.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.3","1.0","1.0","42.0","6.0","0.0","0.0","9.0","1.0","1.0","0.0","1.0","0.75","1.0","0.9166667"
"799","1.0","1.0","1.0","2.0","1.0","1.0","1.0","4.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.5","1.0","1.0","54.0","4.0","0.0","0.0","11.0","1.0","4.0","1.0","0.0","0.5","0.5","0.33333334"
"800","2.0","3.0","3.0","4.0","4.0","3.0","3.0","4.0","4.0","4.0","3.0","4.0","3.0","2.0","3.0","4.0","1.0","3.0","3.0","4.0","3.2","0.0","1.0","29.0","3.0","0.0","0.0","9.0","0.0","1.0","1.0","0.0","0.25","0.5","0.25"
"801","1.0","1.0","1.0","2.0","3.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","0.0","39.0","5.0","0.0","0.0","13.0","1.0","3.0","0.0","0.0","0.0","0.75","0.25"
"802","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.2","0.0","1.0","46.0","2.0","0.0","0.0","11.0","1.0","1.0","1.0","0.33333334","0.25","0.75","0.44444445"
"803","3.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","2.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","2.6","1.0","1.0","32.0","6.0","0.0","0.0","10.0","1.0","4.0","0.0","0.33333334","0.5","0.0","0.2777778"
"804","3.0","3.0","3.0","3.0","4.0","4.0","3.0","4.0","4.0","3.0","3.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","3.55","1.0","0.0","50.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","0.6666667","0.0","0.0","0.22222222"
"805","4.0","1.0","2.0","1.0","1.0","2.0","4.0","1.0","3.0","1.0","2.0","2.0","3.0","3.0","1.0","1.0","1.0","2.0","3.0","4.0","2.1","1.0","0.0","49.0","2.0","0.0","0.0","12.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0"
"806","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.3","1.0","0.0","50.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","0.33333334","0.75","0.5","0.5277778"
"807","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.85","0.0","0.0","53.0","5.0","0.0","0.0","13.0","1.0","4.0","0.0","1.0","0.5","0.5","0.6666667"
"808","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.25","0.0","1.0","41.0","5.0","0.0","0.0","9.0","0.0","1.0","0.0","0.6666667","0.25","0.75","0.5555556"
"809","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.35","0.0","1.0","45.0","5.0","0.0","0.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0"
"810","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.6","0.0","0.0","47.0","6.0","0.0","0.0","11.0","1.0","1.0","0.0","0.0","0.5","0.5","0.33333334"
"811","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","1.0","0.0","28.0","5.0","0.0","0.0","10.0","1.0","3.0","0.0","0.33333334","0.25","0.75","0.44444445"
"812","1.0","2.0","2.0","3.0","1.0","1.0","2.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","1.0","1.0","1.9","0.0","0.0","43.0","6.0","0.0","0.0","11.0","1.0","4.0","0.0","1.0","0.5","0.5","0.6666667"
"813","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.1","0.0","1.0","44.0","2.0","0.0","0.0","11.0","0.0","1.0","0.0","0.33333334","0.5","0.5","0.44444445"
"814","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","1.0","0.0","35.0","5.0","0.0","0.0","11.0","0.0","1.0","0.0","1.0","0.25","0.75","0.6666667"
"815","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.45","0.0","0.0","36.0","5.0","0.0","0.0","13.0","1.0","1.0","0.0","0.6666667","0.75","0.25","0.5555556"
"816","3.0","3.0","3.0","2.0","4.0","4.0","3.0","1.0","3.0","4.0","3.0","1.0","3.0","4.0","3.0","1.0","3.0","4.0","3.0","4.0","2.95","1.0","0.0","32.0","5.0","0.0","0.0","11.0","1.0","5.0","0.0","1.0","0.0","0.25","0.41666666"
"817","2.0","3.0","2.0","2.0","1.0","1.0","1.0","4.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","3.0","1.0","4.0","2.25","0.0","0.0","43.0","7.0","0.0","1.0","13.0","1.0","2.0","0.0","1.0","0.0","0.0","0.33333334"
"818","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","4.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.55","1.0","1.0","41.0","5.0","0.0","0.0","12.0","1.0","1.0","0.0","0.6666667","0.0","0.75","0.47222224"
"819","1.0","1.0","1.0","3.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","1.5","0.0","1.0","51.0","5.0","0.0","0.0","11.0","1.0","1.0","1.0","0.33333334","0.0","0.25","0.19444445"
"820","1.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","1.55","0.0","1.0","49.0","3.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.5","0.5","0.5555556"
"821","2.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","2.2","0.0","0.0","39.0","7.0","0.0","0.0","13.0","1.0","4.0","0.0","1.0","1.0","1.0","1.0"
"822","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","1.0","2.7","1.0","1.0","35.0","6.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.25","0.75","0.5555556"
"823","1.0","1.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","1.0","2.0","1.0","3.0","3.0","3.0","1.0","2.0","2.25","1.0","1.0","50.0","5.0","0.0","0.0","12.0","1.0","4.0","1.0","0.33333334","0.0","0.0","0.11111111"
"824","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.3","0.0","1.0","36.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","0.33333334","0.75","1.0","0.6944444"
"825","2.0","3.0","1.0","1.0","1.0","1.0","3.0","2.0","1.0","1.0","4.0","1.0","1.0","3.0","1.0","2.0","1.0","1.0","1.0","3.0","1.7","1.0","0.0","50.0","5.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.0","1.0","0.5555556"
"826","1.0","4.0","1.0","1.0","2.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.4","1.0","0.0","30.0","7.0","0.0","1.0","12.0","0.0","5.0","0.0","1.0","1.0","1.0","1.0"
"827","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.25","1.0","1.0","36.0","6.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.25","0.5","0.47222224"
"828","2.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.55","0.0","0.0","30.0","7.0","0.0","0.0","6.0","0.0","3.0","0.0","0.6666667","0.75","0.5","0.6388889"
"829","2.0","1.0","3.0","1.0","1.0","3.0","3.0","1.0","3.0","3.0","3.0","2.0","1.0","3.0","2.0","2.0","1.0","3.0","1.0","1.0","2.0","1.0","1.0","54.0","6.0","0.0","0.0","9.0","1.0","2.0","0.0","1.0","0.75","0.25","0.6666667"
"830","1.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.3","0.0","1.0","52.0","2.0","0.0","0.0","11.0","1.0","3.0","0.0","0.0","0.75","0.5","0.41666666"
"831","3.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","3.0","3.3","1.0","0.0","33.0","6.0","0.0","0.0","11.0","1.0","4.0","0.0","1.0","0.0","0.0","0.33333334"
"832","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.45","1.0","1.0","45.0","7.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.5","0.5","0.5555556"
"833","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","1.0","0.0","54.0","7.0","0.0","0.0","11.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"834","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.55","1.0","0.0","52.0","3.0","0.0","0.0","11.0","1.0","1.0","0.0","0.33333334","0.75","0.75","0.6111111"
"835","3.0","2.0","3.0","1.0","2.0","3.0","2.0","4.0","4.0","3.0","2.0","3.0","3.0","4.0","1.0","4.0","1.0","2.0","2.0","2.0","2.55","1.0","0.0","49.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","0.6666667","0.25","0.75","0.5555556"
"836","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.25","1.0","0.0","37.0","6.0","0.0","0.0","11.0","1.0","1.0","0.0","1.0","0.75","0.75","0.8333333"
"837","3.0","3.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0","3.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.65","0.0","0.0","42.0","3.0","0.0","0.0","5.0","0.0","3.0","1.0","0.0","0.5","0.25","0.25"
"838","2.0","1.0","2.0","4.0","1.0","1.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","2.0","1.0","2.0","1.75","1.0","0.0","40.0","7.0","0.0","0.0","13.0","0.0","4.0","0.0","1.0","0.25","0.5","0.5833333"
"839","3.0","2.0","4.0","2.0","4.0","3.0","3.0","1.0","1.0","3.0","4.0","3.0","2.0","2.0","2.0","1.0","3.0","1.0","4.0","3.0","2.55","1.0","0.0","33.0","6.0","0.0","0.0","12.0","0.0","2.0","0.0","1.0","0.75","1.0","0.9166667"
"840","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","1.0","0.0","51.0","5.0","0.0","0.0","13.0","1.0","2.0","0.0","0.6666667","0.5","0.25","0.47222224"
"841","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.1","1.0","0.0","52.0","3.0","0.0","0.0","12.0","1.0","2.0","0.0","1.0","0.5","0.75","0.75"
"842","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","1.0","4.0","4.0","3.25","1.0","0.0","38.0","7.0","0.0","0.0","12.0","1.0","5.0","0.0","1.0","0.0","0.0","0.33333334"
"843","1.0","1.0","2.0","4.0","2.0","1.0","3.0","4.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","1.0","2.0","1.8","0.0","0.0","38.0","7.0","0.0","0.0","13.0","1.0","1.0","0.0","0.0","0.0","0.5","0.16666667"
"844","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.3","1.0","0.0","38.0","5.0","0.0","0.0","12.0","1.0","1.0","0.0","1.0","0.75","0.75","0.8333333"
"845","1.0","1.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","3.0","2.0","3.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.55","0.0","0.0","25.0","5.0","0.0","0.0","12.0","0.0","1.0","0.0","0.6666667","0.5","0.25","0.47222224"
"846","1.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","1.9","0.0","0.0","39.0","7.0","0.0","0.0","11.0","0.0","2.0","0.0","0.6666667","0.25","0.5","0.47222224"
"847","2.0","2.0","3.0","3.0","2.0","1.0","3.0","1.0","2.0","4.0","1.0","1.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","1.0","0.0","43.0","5.0","0.0","0.0","12.0","1.0","4.0","0.0","0.0","0.5","0.5","0.33333334"
"848","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.3","1.0","0.0","31.0","5.0","0.0","0.0","10.0","1.0","1.0","0.0","0.6666667","0.5","0.5","0.5555556"
"849","1.0","1.0","1.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.45","1.0","0.0","46.0","3.0","0.0","0.0","11.0","1.0","3.0","0.0","1.0","0.75","1.0","0.9166667"
"850","1.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.4","1.0","0.0","41.0","6.0","0.0","0.0","13.0","1.0","3.0","0.0","1.0","0.0","0.25","0.41666666"
"851","1.0","1.0","1.0","3.0","1.0","2.0","2.0","3.0","1.0","1.0","1.0","4.0","2.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.8","1.0","0.0","50.0","6.0","0.0","0.0","13.0","1.0","5.0","0.0","1.0","0.25","0.0","0.41666666"
"852","2.0","2.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","1.0","4.0","4.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","2.4","1.0","0.0","42.0","3.0","0.0","0.0","13.0","0.0","1.0","0.0","0.6666667","0.75","0.5","0.6388889"
"853","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.3","1.0","0.0","53.0","5.0","0.0","0.0","11.0","1.0","5.0","0.0","0.33333334","0.25","0.5","0.3611111"
"854","2.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","1.0","3.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.7","0.0","0.0","40.0","6.0","0.0","0.0","10.0","0.0","1.0","0.0","0.33333334","0.5","0.5","0.44444445"
"855","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","50.0","6.0","0.0","0.0","12.0","1.0","4.0","0.0","0.6666667","0.25","0.75","0.5555556"
"856","2.0","3.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","1.0","4.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0","1.0","2.0","2.35","1.0","0.0","48.0","6.0","0.0","0.0","12.0","1.0","1.0","0.0","0.6666667","0.5","0.5","0.5555556"
"857","2.0","1.0","1.0","2.0","2.0","2.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","1.95","0.0","0.0","39.0","4.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.5","1.0","0.5"
"858","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.2","0.0","0.0","42.0","7.0","0.0","0.0","13.0","1.0","3.0","0.0","0.6666667","0.5","0.75","0.6388889"
"859","2.0","2.0","3.0","2.0","3.0","3.0","3.0","1.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","1.0","3.0","3.0","1.0","2.0","2.3","1.0","0.0","28.0","5.0","0.0","0.0","12.0","1.0","4.0","0.0","1.0","1.0","1.0","1.0"
"860","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","1.4","1.0","0.0","52.0","6.0","0.0","0.0","13.0","1.0","1.0","0.0","1.0","0.25","1.0","0.75"
"861","1.0","1.0","4.0","1.0","4.0","1.0","1.0","4.0","1.0","1.0","4.0","1.0","2.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.8","1.0","0.0","40.0","7.0","0.0","0.0","13.0","1.0","5.0","0.0","1.0","0.0","0.0","0.33333334"
"862","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.35","1.0","0.0","36.0","6.0","0.0","0.0","12.0","1.0","4.0","0.0","0.6666667","0.25","0.25","0.3888889"
"863","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.1","1.0","0.0","54.0","5.0","0.0","0.0","13.0","0.0","1.0","0.0","0.33333334","0.25","0.75","0.44444445"
"864","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.35","1.0","0.0","54.0","5.0","0.0","0.0","12.0","0.0","1.0","0.0","0.0","1.0","1.0","0.6666667"
"865","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.2","0.0","0.0","35.0","7.0","0.0","0.0","12.0","1.0","4.0","0.0","0.33333334","0.75","0.5","0.5277778"
